REVIEW_INDEX,REVIEW_DATE,REVIEW_RATING,REVIEW_TITLE,REVIEW_BODY,DATE_OF_EXPERIENCE,TRIP_TYPE,REVIEW_CRAWLED_TIME,REVIEWER_NAME,HOME_COUNTRY,ATTRACTION_NAME,ATTRACTION_TYPE,ADDRESS,clean_text
476240418,2017-04-17 00:00:00.000,4,Beautiful gardens - inspiring!,We had a very short trip here but it was beautiful. Amazing photos Can't wait to get home and get in my garden,2017-04-01 00:00:00.000,Couples,2020-01-25 18:03:03.687,Danielle J,Australia,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",short trip beautiful amaze photo cant wait get home get garden
386928137,2016-06-28 00:00:00.000,4,Great food,Very interesting place to visit. Plenty of delicous and cheap food. Plenty of variety. Kuey teow omg so good.,2016-05-01 00:00:00.000,Couples,2020-01-30 12:26:50.063,Harry954,Germany,Chinatown,Precinct & Street,"Crot | Trengganu, Singapore 048942, Singapore",interest place visit plenty delicous cheap food plenty variety kuey teow omg good
574639502,2018-04-21 00:00:00.000,5,Knowledgeable trip,Brings back memories of geography during school days. The aquarium is outstanding. Love all the famous rivers of the world. The boat ride was a bit too fast to watch the animals go by.,2018-04-01 00:00:00.000,Couples,2020-01-30 03:57:16.397,lhtan19,Austria,River Safari,Nature & Wildlife,"80 Mandai Lake Road Singapore Zoological Gardens, Singapore 729826, Singapore",brings back memory geography school day aquarium outstanding love famous river world boat ride bit fast watch animal go
658147823,2019-03-13 00:00:00.000,5,Do not miss these attractions.,"We visited the Flower Dome and the Rain Cloud domes first. These dome structures are a masterpiece in their own right. Then the displays themselves captured our imaginations. Beautifully done, we spent most of the morning there. If you love flowers and plants, ensure you make time for these magnificent creations of nature under two roofs. And they give relief from the outside humidity!",2019-03-01 00:00:00.000,Couples,2020-01-25 16:45:48.969,John A,United Kingdom,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",visit flower dome rain cloud dome first dome structure masterpiece right display capture imagination beautifully do spent morning love flower plant ensure make time magnificent creation nature two roof give relief outside humidity
599824498,2018-07-26 00:00:00.000,5,Sensational gardens,Amazing the way this garden has been put together. Easy walk around the different levels with lifts for those unable to walk too far. Reasonable entry fee with restaurants to stop at and enjoy a coffee or meal. Kids will love the gardens with elves.,2018-07-01 00:00:00.000,Family,2020-01-25 14:56:31.130,scottide,Australia,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",amaze way garden put together easy walk around different level lift unable walk far reasonable entry fee restaurant stop enjoy coffee meal kid love garden elf
550760466,2018-01-02 00:00:00.000,4,Best time to hit up Orchard,"If you want to avoid the masses of people shopping PLUS get first access to the abundance of shops starting huge sales is ""early"" in the morning. We went yesterday (1st of Jan) knowing the locals would still be deep asleep after their NYE celebrations (and their culture of sleeping through the morning). Even at 10-11am, you could stroll through empty malls, empty shops even empty Starbucks! The only ""crowd"" was at the food opera (court) but even then there was no issues finding tables.",2018-01-01 00:00:00.000,Family,2020-01-30 02:28:34.654,Silentninja92,Australia,Orchard Road,Precinct & Street,"Singapore, Singapore",want avoid mass people shopping plus get first access abundance shop start huge sale early morning go yesterday st jan know local would still deep asleep nye celebration culture sleep morning even could stroll empty mall empty shop even empty starbucks crowd food opera court even issue find table
678246717,2019-06-02 00:00:00.000,3,Quite fine,"Long queue although there are time slots and rather dark atmosphere, so good for the animals I guess but hard to experience the animals bit better. Chinese people are ridiculous, after 10 times saying not to use flashlight they still do the whole ride.",2019-05-01 00:00:00.000,Family,2020-01-30 14:42:09.165,domfelix,Austria,Night Safari,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",long queue although time slot rather dark atmosphere good animal guess hard experience animal bit well chinese people ridiculous time say not use flashlight still whole ride
672344738,2019-05-08 00:00:00.000,5,Stunning gardens - one of the best,"Thsi is an absolute must for anyone that loves flowers, gardens or just some space to enjoy the beautiful surrounds that the Botanical gardens offer. It was hot so take a hat, sunscreen, water. Good walking shoes required too.",2018-07-01 00:00:00.000,Family,2020-01-26 09:46:27.050,Carron W,Australia,Singapore Botanic Gardens,Leisure & Recreation,"1 Cluny Road, Singapore 259 569, Singapore",thsi absolute must anyone love flower garden space enjoy beautiful surround botanical garden offer hot take hat sunscreen water good walk shoe require
387613150,2016-06-30 00:00:00.000,5,Singapore flyer at night,No wait on long lines. Friendly staff. One of the views. Of Singapore city besides Marina bay sands hotel rooftop. Last for about half an hour plenty of time to take good pictures,2016-06-01 00:00:00.000,Couples,2020-01-28 12:13:38.774,fernanjoe,United States,Singapore Flyer,Leisure & Recreation,"30 Raffles Avenue, Singapore 039803, Singapore",wait long line friendly staff one view singapore city besides marina bay sand hotel rooftop last half hour plenty time take good picture
344412203,2016-02-02 00:00:00.000,5,Great place to visit - day & night,I loved the various theme gardens. The domes are neat especially the one with the giant waterfall but chilly inside. The night show was very pretty too.,2016-01-01 00:00:00.000,Solo,2020-01-25 19:42:57.668,Jen L,Canada,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",love various theme garden dome neat especially one giant waterfall chilly inside night show pretty
515809369,2017-08-21 00:00:00.000,5,Delight your senses,I was lucky enough to see the display of orchids during August which were spectacular. I always visit here when I am in Singapore as the theme changes regularly. The vision and creativity of those who design the displays is astounding and the wonderful people who patiently clip off dead or damaged leaves and flowers should be congratulated....the results are amazing.,2017-08-01 00:00:00.000,Friends,2020-01-25 20:29:34.673,Diane M,Australia,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",lucky enough see display orchid august spectacular always visit singapore theme change regularly vision creativity design display astound wonderful people patiently clip dead damage leaf flower congratulatedthe result amaze
346443261,2016-02-10 00:00:00.000,4,"Always a nice place to check out, but can get crowded","It's always nice to walk around Chinatown in Singapore, as there are many spas for relaxation, and sights to check out. The stalls all sell the same stuff more or less, so be sure to barter like crazy and you'll get a good deal. It tends to be really crowded on weekend nights.",2016-02-01 00:00:00.000,Friends,2020-01-30 13:04:35.002,SingaSwiss,Singapore,Chinatown,Precinct & Street,"Crot | Trengganu, Singapore 048942, Singapore",always nice walk around chinatown singapore many spa relaxation sight check stall sell stuff less sure barter like crazy get good deal tends really crowd weekend night
339041182,2016-01-11 00:00:00.000,4,"Nice, large City Park across from Clarke Quay","Sitting on the grounds of the former Fort Canning, and prior ancient temples, this a great spot to go for a stroll or run. It's accessible via metro, bus and/or walking. It's a fairly large park and you can enter from many different areas, and it gets popular on weekends. There's history to be seen here with the old fort walls/bastions/cannons, and some houses/structures. There's also an art museum near the top of the hill you can tour. A few cafes are located on the grounds (one inside the art museum, and some along the outskirts). There's also a hotel on the grounds. Lots of green here, very pleasant for walking. Strollers and wheelchairs can also be used. It's great for a jog and there are some pull-up bars, balance beams, etc. along the path for further exercise. The national museum can be accessed after coming out of the Northeast side of the park._x000D_
_x000D_
For a tour, word is it's a stop on the World War II tour out of the Changi Museum.",2016-01-01 00:00:00.000,Family,2020-01-30 09:33:12.859,Traveler O,United States,Fort Canning Park,Leisure & Recreation,"River Valley Rd, Singapore 179038, Singapore",sit ground former fort can prior ancient temple great spot go stroll run accessible via metro bus andor walk fairly large park enter many different area get popular weekend history see old fort wallsbastionscannons housesstructures also art museum near top hill tour cafe locate ground one inside art museum along outskirt also hotel ground lot green pleasant walk stroller wheelchair also use great jog pull bar balance beam etc along path exercise national museum access come northeast side parkxd xd tour word stop world war ii tour changi museum
563755979,2018-03-03 00:00:00.000,5,Unbelievable,"Decided you go in when we were looking round this Gardens by the Bay. Couldn't believe our eyes , the whole concept is amazing. Cost was Â£28 each including the flower dome , well worth it",2018-02-01 00:00:00.000,Couples,2020-01-29 12:16:51.447,daveyboe,United Kingdom,Cloud Forest,Leisure & Recreation,"18 Marina Gardens Drive | 18 Marina Gardens Drive, Singapore 018953, Singapore",decide go look round garden bay couldnt believe eye whole concept amaze cost include flower dome well worth
425571330,2016-10-06 00:00:00.000,5,Go later to avoid the rush,"An absolute zoo at opening time (pun intended) with little in the way of crowd management around ticketing and a confusing entry system. Staff did very well at admitting people quickly and whisking them onto the tram. Better to take some time at the start to plan your visit, maybe walk some trails and wait for the rush to pass. Filled with families and tourists who don't seem to get that yelling and loud voices aren't conducive to seeing animals._x000D_
_x000D_
However overall an incredible experience and well worth a visit.",2016-10-01 00:00:00.000,Solo,2020-01-30 15:45:05.041,glenclova,New Zealand,Night Safari,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",absolute zoo opening time pun intend little way crowd management around ticket confuse entry system staff well admit people quickly whisk onto tram well take time start plan visit maybe walk trail wait rush pas fill family tourist not seem get yell loud voice not conducive see animalsxd xd however overall incredible experience well worth visit
371312524,2016-05-09 00:00:00.000,4,A different world in singapore,The roads and malls and stores are amazing quite the lace you want to be the restaurants the place all of it is beautiful and a lovely place to see all the best sports cars at least I stood for 10 mins and I got to see a koenisegg agra to ferrari ...,2016-05-01 00:00:00.000,Friends,2020-01-30 03:39:55.770,Srenath,India,Orchard Road,Precinct & Street,"Singapore, Singapore",road mall store amaze quite lace want restaurant place beautiful lovely place see best sport car least stood min get see koenisegg agra ferrari
466291380,2017-03-11 00:00:00.000,5,Singapore Trip,"Great place if you have nothing to do, small boats sailing around bay and river, short guides in English, love it so much, and romantic off course!",2016-04-01 00:00:00.000,Friends,2020-01-30 14:17:55.731,MichaelDolgy,Australia,Boat Quay,Precinct & Street,"1 Bonham Street Uob Building, Singapore 049782, Singapore",great place nothing small boat sail around bay river short guide english love much romantic course
558017034,2018-02-03 00:00:00.000,4,rainy day fun,"The day we had planned this trip was rainy but that suited us just fine- not too hot, no burning sun and not loads of tourists. Had a bit of trouble navigating at first, enjoyed an amazing breakfast then the segway tour- tops!",2017-11-01 00:00:00.000,Couples,2020-01-29 19:11:31.551,Kazoutlaw,Australia,Singapore Cable Car,Leisure & Recreation,"109 Mount Faber Road Faber Peak, Singapore 099203, Singapore",day plan trip rainy suit u fine not hot burning sun not load tourist bit trouble navigate first enjoy amaze breakfast segway tour top
620106960,2018-09-28 00:00:00.000,5,Simply beautiful !,Only one word to describe this place.. beautiful! Wonderful view and good places to sit and enjoy the view,2018-09-01 00:00:00.000,Couples,2020-01-29 13:37:58.758,akankshajain83,India,Marina Bay Sands Skypark,Leisure & Recreation,"10 Bayfront Avenue | Level 57, Marina Bay Sands Hotel, Singapore 018956, Singapore",one word describe place beautiful wonderful view good place sit enjoy view
362676289,2016-04-09 00:00:00.000,5,Fantastic zoo!,"We came here on a Thursday, hoping it would be less busy than a weekend & it was not busy whatsoever which was great!_x000D_
_x000D_
It is a great zoo, as the animals are never too far away & not behind fences which makes the experience much better._x000D_
_x000D_
They have a great variety of animals, lots of pit stops for toilets and drinks. The tram is an excellent idea, nice to get a scenic rest for a bit (and unlimited journeys)!_x000D_
_x000D_
I would highly recommend a visit to the zoo!",2016-04-01 00:00:00.000,Couples,2020-01-26 12:57:16.113,treasure_ir3land,United Kingdom,Singapore Zoo,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",come thursday hop would less busy weekend not busy whatsoever greatxd xd great zoo animal never far away not behind fence make experience much betterxd xd great variety animal lot pit stop toilet drink tram excellent idea nice get scenic rest bit unlimited journey xd xd would highly recommend visit zoo
416397724,2016-09-09 00:00:00.000,3,Too Hyped,"All the Singapore Pictures have this as part of the pic and not a true replica of the city.. it has so much more to offer from culture, people , food and places to visit then to just get a shot with the statue...",2016-08-01 00:00:00.000,Friends,2020-01-30 02:18:32.275,parulminhas,India,Merlion Park,"Art, History & Culture","1 Fullerton Road One Fullerton | Merlion Park, Singapore 049213, Singapore",singapore picture part pic not true replica city much offer culture people food place visit get shot statue
556960853,2018-01-29 00:00:00.000,5,Lovely walks through woodland to the skywalk through the treetops,"There is a large area of woodland around the MacRitchie reservoir, with many paths. We only walked from the main car park to the Skywalk (about 45 mins walk for fit adults, not stopping to take many pictures, longer with children or keen photographers!), over the Skywalk and then back round via the Tower. The paths through the woods are great, there are lots of monkeys, best to watch them while keeping walking, if you stand still too long they start to come a bit too close! Great to see them jumping across the walkway. The bridge through the tree tops is great, with terrific views. Note you can only go one direction across it, so have to come back via a circular route. There are lots of other paths that we didn't take, but may some other time._x000D_
To get there, we took the bus 410 from Bishan interchange. There is 410G and 410W which basically go opposite ways round a loop. I think it is approx at the far point of the loop, so probably doesn't matter too much which you get. Ask the driver for Upper Thompson Rd (same price to all stops on that road, so you don't need to say more than that). We took the 410G and stayed on till nearly the end of Upper Thomson Rd, we got off by the petrol station. If you stay on longer than that, the bus turns right at the crossroads, where the MacRitchie is to the left. The shop at the petrol station sells drinks, crisps, cakes, so you can get a minimal picnic from it (the lady serving was very friendly). We caught the 410W back from the other side of the road. The buses go pretty regularly (every 15 mins or so, I think?)_x000D_
We got a few insect bites, so some repellent might be useful, also sun cream even though you under the trees a lot of the time, and definitely some drinking water.",2017-12-01 00:00:00.000,Couples,2020-01-29 23:46:11.268,Heather S,United Kingdom,MacRitchie Nature Trail,Nature & Wildlife,"MacRitchie Reservoir Park, Singapore 298717, Singapore",large area woodland around macritchie reservoir many path walk main car park skywalk min walk fit adult not stop take many picture longer child keen photographer skywalk back round via tower path wood great lot monkey best watch keep walk stand still long start come bit close great see jumping across walkway bridge tree top great terrific view note go one direction across come back via circular route lot path not take may timexd get take bus bishan interchange g w basically go opposite way round loop think approx far point loop probably not matter much get ask driver upper thompson rd price stop road not need say take g stayed till nearly end upper thomson rd get petrol station stay longer bus turn right crossroad macritchie left shop petrol station sell drink crisp cake get minimal picnic lady serve friendly caught w back side road bus go pretty regularly every min think xd get insect bite repellent might useful also sun cream even though tree lot time definitely drinking water
663671779,2019-04-04 00:00:00.000,5,Magical,"A truly magical show at SuperTree Grove. Beautiful light show set to music. Lie down, look up and be mesmerized. An absolute must when visiting Singapore.",2019-04-01 00:00:00.000,Family,2020-01-29 18:04:24.516,ClareF745,United Arab Emirates,Supertree Grove,Leisure & Recreation,"18 Marina Gardens Drive Gardens By the Bay | Gardens by the Bay, Singapore 018953, Singapore",truly magical show supertree grove beautiful light show set music lie look mesmerize absolute must visit singapore
427206753,2016-10-12 00:00:00.000,5,Nice place to walk and windowshop,Nice place to walk at night when it is cooler and less crowded. The tree lined boulevard is pleasant and includes the sound of birds (electronic I think) chirping as you pass by the large and shady trees. If it gets you too hot there are underground connectors as well that gets your tom one mall to another.,2016-10-01 00:00:00.000,Friends,2020-01-30 03:38:16.869,W5742RVdanl,Turkey,Orchard Road,Precinct & Street,"Singapore, Singapore",nice place walk night cooler less crowd tree line boulevard pleasant include sound bird electronic think chirp pas large shady tree get hot underground connector well get tom one mall another
361457086,2016-04-04 00:00:00.000,5,Marina Bay,Great place to spend an evening.. fire works and laser display. Great shopping centre and plenty of restaurants.,2016-03-01 00:00:00.000,Friends,2020-01-29 23:41:29.687,Geraldine S,Ireland,Marina Bay,Precinct & Street,"Marina Boulevard, Singapore 018980, Singapore",great place spend even fire work laser display great shopping centre plenty restaurant
453104934,2017-01-18 00:00:00.000,5,Another top class attraction,"What an enjoyable relaxing place to visit, another not to be missed travel venture to add. The ice cold water drinking station midway at the top of the hill was very refreshing",2017-01-01 00:00:00.000,Couples,2020-01-29 10:58:35.020,Larry W,New Zealand,National Orchid Garden,Leisure & Recreation,"1 Cluny Rd | Within the Singapore Botanic Gardens, Singapore 259569, Singapore",enjoyable relax place visit another not miss travel venture add ice cold water drinking station midway top hill refresh
354931406,2016-03-13 00:00:00.000,4,Great and interesting hotel with a nice view of Singapore,"Marina Bay Sands looks like a spaceship landed on top of three towers. The architecture and view also makes it interesting to stay at the hotel for a swim and a drink with nice lounge music playing in the background. The pool has people hanging out long after sunset. Best time to go to the pool would be shortly before sunset for those mandatory sunset photos from the pool. The skybar and nightclub could also we well worth a visit, and the food is good in the hotel, but pricy. Not the place to go if you are on a budget, but treat yourself to a visit if you can. The hotel room was great and with a great view. Best rooms are the 27 rooms. Better view. Only drawback except for price was the staff could be more friendly and helpful.",2016-03-01 00:00:00.000,Solo,2020-01-29 14:14:26.935,Are V,Norway,Marina Bay Sands Skypark,Leisure & Recreation,"10 Bayfront Avenue | Level 57, Marina Bay Sands Hotel, Singapore 018956, Singapore",marina bay sand look like spaceship land top three tower architecture view also make interest stay hotel swim drink nice lounge music play background pool people hang long sunset best time go pool would shortly sunset mandatory sunset photo pool skybar nightclub could also well worth visit food good hotel pricy not place go budget treat visit hotel room great great view best room room well view drawback except price staff could friendly helpful
455583436,2017-01-29 00:00:00.000,5,Excellent Asiatica museum,"with its own, Singaporean perspective - and contrary to some reviews here, I find it exceptionally well-curated. The displays are also aesthetically thought through without being self-important (as in the MAK in Vienna, say); I think it compares well with the East and Southeast Asian divisions in the V&A in London and - if smaller - with the Guimet in Paris. It is not comprehensive, nor meant to be, but many of the pieces are of very high quality, such as Chinese porcelain and the excellent (if biased) display on Imperial Chinese scholar-poet-bureaucrats. The shop is disappointing. Altogether a nice, very pleasant experience.",2017-01-01 00:00:00.000,Business,2020-01-30 05:37:58.872,Aethelred,United States,Asian Civilisations Museum,"Art, History & Culture","1 Empress Place Empress Place Building, Singapore 179555, Singapore",singaporean perspective contrary review find exceptionally well curated display also aesthetically thought without self important mak vienna say think compare well east southeast asian division v london small guimet paris not comprehensive meant many piece high quality chinese porcelain excellent bias display imperial chinese scholar poet bureaucrat shop disappoint altogether nice pleasant experience
555450345,2018-01-22 00:00:00.000,4,Great area!,"Visited here in February 2017. My partner and I spent a couple of hours walking around. Great photo opportunities, everywhere spotlessly clean. An afternoon well spent.",2017-02-01 00:00:00.000,Couples,2020-01-30 01:52:43.220,susieb20,United Kingdom,Merlion Park,"Art, History & Culture","1 Fullerton Road One Fullerton | Merlion Park, Singapore 049213, Singapore",visit february partner spent couple hour walk around great photo opportunity everywhere spotlessly clean afternoon well spent
613311165,2018-09-03 00:00:00.000,3,Only for Flower maniacs,"If you are in the Garden by the Bay and have nothing to do till the light show, you may visit this dome too. The architecture is mesmerizing but as a programme, I can only offer this to flower maniacs. Rest of us can enjoy a short walk there.",2018-05-01 00:00:00.000,Friends,2020-01-30 01:10:29.797,Gary_XO,Singapore,Flower Dome,Leisure & Recreation,"18 Marina Gardens Drive Gardens By the Bay, Singapore 018953, Singapore",garden bay nothing till light show may visit dome architecture mesmerize programme offer flower maniac rest u enjoy short walk
695074627,2019-08-03 00:00:00.000,5,Excellent,It was great to be able to go up on the board walk and it is wheel chair accessible. One of the few times a wheel chair user can get up so high. Don't miss the light display at night,2019-08-01 00:00:00.000,Couples,2020-01-29 18:17:06.327,Graeme B,New Zealand,Supertree Grove,Leisure & Recreation,"18 Marina Gardens Drive Gardens By the Bay | Gardens by the Bay, Singapore 018953, Singapore",great able go board walk wheel chair accessible one time wheel chair user get high dont miss light display night
564765647,2018-03-06 00:00:00.000,5,Lovely place,"We visited the bar on the roof top. All the staff were very friendly, made you feel comfortable without feeling too up tight. They have recommendations and tastings for drinks._x000D_
_x000D_
The service was next to none, and the cocktails were gorgeous. We didnâ€™t enter the infinity pool but it looks great and the views from all around were amazing",2018-03-01 00:00:00.000,Couples,2020-01-29 13:43:06.744,-Global-Galivanter-,United Kingdom,Marina Bay Sands Skypark,Leisure & Recreation,"10 Bayfront Avenue | Level 57, Marina Bay Sands Hotel, Singapore 018956, Singapore",visit bar roof top staff friendly make feel comfortable without feel tight recommendation tasting drinksxd xd service next none cocktail gorgeous didnatmt enter infinity pool look great view around amaze
384173379,2016-06-20 00:00:00.000,3,A little science-y (in a good way),"Really interesting double helix structure, however, a bit cluttered. Not the best place to take pictures of the Marina Bay Sands nor of Downtown Core (unless standing at the special viewing points, of which, only allow certain angles of the view and may be a bit busy)._x000D_
Take a second to notice the little red and green lights on the floor that represent the nitrogenous bases of DNA (i.e., adenine, cytosine, guanine, thymine).",2016-06-01 00:00:00.000,Family,2020-01-30 05:54:55.884,sasokei,China,The Helix Bridge,"Art, History & Culture","Linking between Marina Bay and Marina Centre, Singapore 038981, Singapore",really interest double helix structure however bit clutter not best place take picture marina bay sand downtown core unless stand special view point allow certain angle view may bit busy xd take second notice little red green light floor represent nitrogenous base dna ie adenine cytosine guanine thymine
453956404,2017-01-22 00:00:00.000,5,Relaxing walkabout,After a long hot day - this is a perfect ending. Shaded walkways offer a cool reprieve from the heat of Singapore. Take your time and enjoy a quiet walk while discovering the beautiful greenery & plants.,2017-01-01 00:00:00.000,Couples,2020-01-26 10:37:21.920,Mountainlizzie,United States,Singapore Botanic Gardens,Leisure & Recreation,"1 Cluny Road, Singapore 259 569, Singapore",long hot day perfect end shade walkway offer cool reprieve heat singapore take time enjoy quiet walk discover beautiful greenery plant
600932211,2018-07-30 00:00:00.000,4,Plenty option,"Quite crowded, mostly tourists and lots of shops selling cheap souvenirs. Chinese food.Indian food. Very nice",2018-07-01 00:00:00.000,Couples,2020-01-30 12:03:58.357,arcloe,Germany,Chinatown,Precinct & Street,"Crot | Trengganu, Singapore 048942, Singapore",quite crowd mostly tourist lot shop sell cheap souvenir chinese foodindian food nice
566986064,2018-03-17 00:00:00.000,1,boring and slow moving,"other than the view there nothing much to be up here. unless u want to be trapped in here with someone for a period of time, please avoid this slow moving ride. if its not free i wont b up here too.",2018-01-01 00:00:00.000,Couples,2020-01-28 11:56:13.415,matcha_martina,Singapore,Singapore Flyer,Leisure & Recreation,"30 Raffles Avenue, Singapore 039803, Singapore",view nothing much unless u want trap someone period time please avoid slow move ride not free wont b
618841423,2018-09-23 00:00:00.000,5,Fantastic,We stayed at the Robertson Quay Intercontinental on the river. You could spend days in the same area and not experience enough. Take a ride on the Extreme Swing for a life time memory. The Al Kalf bridge is also a delight.,2018-09-01 00:00:00.000,Couples,2020-01-31 16:30:48.809,Stefan B,Philippines,Singapore River,Precinct & Street,"Boat, Clarke, Robertson Quays, Singapore, Singapore",stayed robertson quay intercontinental river could spend day area not experience enough take ride extreme swing life time memory al kalf bridge also delight
658931359,2019-03-17 00:00:00.000,5,Great shopping,Compared to chinatown in KL - this is amazing. Loads of room and you are not hassled by sellers. Loads of great stuff both budget and higher end and great place for souvenirs with loads of options. Close by is hawker centre but we found that way too busy. Get MRT to chinatown and exit following Pagoda street signs and you are there. Loads of stalls and we found a really great hand made store selling ornaments that was different from others and really nice stuff at a reasonable price. Had a good time here.,2019-03-01 00:00:00.000,Family,2020-01-30 11:35:52.296,Shelley M,New Zealand,Chinatown,Precinct & Street,"Crot | Trengganu, Singapore 048942, Singapore",compare chinatown kl amaze load room not hassle seller load great stuff budget high end great place souvenir load option close hawker centre found way busy get mrt chinatown exit follow pagoda street sign load stall found really great hand make store sell ornament different others really nice stuff reasonable price good time
592304138,2018-07-02 00:00:00.000,5,Awesome view,"A vibrant and a wonderful place to chill out on top of the world! No doubt the food and drinks are rather pricey there but it's worth the experience especially chilling in the Infinity Pool during sunset with a glass of wine .. great view, nice pool and endless awesom view!",2017-08-01 00:00:00.000,Friends,2020-01-29 14:24:47.247,cathcoco,Singapore,Marina Bay Sands Skypark,Leisure & Recreation,"10 Bayfront Avenue | Level 57, Marina Bay Sands Hotel, Singapore 018956, Singapore",vibrant wonderful place chill top world doubt food drink rather pricey worth experience especially chill infinity pool sunset glass wine great view nice pool endless awesom view
358008652,2016-03-24 00:00:00.000,5,Beautiful sprawling gardens,"The Gardens are a great place to a quiet walk, or a picnis, or to throw a Frisbee on the lawns. There are different types of garden within the wander through, I particularly like the evolution garden. It's also worth checking out Symphony in Gardens that run on select weekend evenings, these are free and wonderful",2016-03-01 00:00:00.000,Couples,2020-01-26 10:47:58.427,ceilidha2015,Australia,Singapore Botanic Gardens,Leisure & Recreation,"1 Cluny Road, Singapore 259 569, Singapore",garden great place quiet walk picnis throw frisbee lawn different type garden within wander particularly like evolution garden also worth check symphony garden run select weekend evening free wonderful
471430571,2017-03-30 00:00:00.000,5,Do Not Miss,"If you only visit one of the many temples in Chinatown be sure it is this one. Spread over 5 floors it is amazing, especially the tooth relic room which is solid gold!",2017-03-01 00:00:00.000,Couples,2020-01-30 00:10:07.183,Martin H,United Kingdom,Buddha Tooth Relic Temple and Museum,"Art, History & Culture","288 South Bridge Road, Singapore 058840, Singapore",visit one many temple chinatown sure one spread floor amaze especially tooth relic room solid gold
463993341,2017-03-02 00:00:00.000,5,must see,"There is nothing more to say than everybody should see it, it is part of history and very well presented.",2017-01-01 00:00:00.000,Solo,2020-01-30 04:55:25.594,mariesch2017,Philippines,Battlebox,"Art, History & Culture","2 Cox Terrace | Fort Canning Park, Singapore 179622, Singapore",nothing say everybody see part history well present
461994124,2017-02-22 00:00:00.000,5,Loved It!,We really enjoyed our time at this attraction. We did the Flower Dome and Cloud Forest. The Cloud Forest was our favorite. It costs to see both the flower dome and cloud forest but the area you can access for free is nice too and the light show every night at 730pm was really cool.,2017-02-01 00:00:00.000,Couples,2020-01-25 18:12:27.109,herbal_healer,Canada,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",really enjoy time attraction flower dome cloud forest cloud forest favorite cost see flower dome cloud forest area access free nice light show every night pm really cool
485902085,2017-05-20 00:00:00.000,5,"What a wonderful garden area, free!","If you choose to go to a pavilion there is a fee. We did go on the walk through the fake tree tops. Every thing is about the environment and sustainability. We paid S$8 each for 15 minutes to walk from one side of the solar trees to the other. There are creatures created in shrubs, there are open spaces, eating options and a new exhibit called Once Upon A Time Tomorrow. Basically what famous locations might look like after people. It is extraordinary. Especially liking those places I've been. It is not pessimistic but rather hopeful. We spent several hours going through the different parts of the gardens, even including petrified wood from Indonesia. Then there's the baby... Well worth the trip and time to view and enjoy yet another excellent spot in Singapore.",2017-05-01 00:00:00.000,Couples,2020-01-25 17:57:47.221,ruthandvern,United States,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",choose go pavilion fee go walk fake tree top every thing environment sustainability paid minute walk one side solar tree creature create shrub open space eat option new exhibit call upon time tomorrow basically famous location might look like people extraordinary especially like place not pessimistic rather hopeful spent several hour go different part garden even include petrify wood indonesia baby well worth trip time view enjoy yet another excellent spot singapore
476256859,2017-04-17 00:00:00.000,5,Outstanding,"If botany architecture or the environment mean something to you, the beauty and significance of which you wish to convey to your children this is a must do._x000D_
The gardens and the two domes are brilliant and I recommend the bus tour even if it means waiting for 20mts at the start._x000D_
Food options are plentiful the water play area is great._x000D_
For adults the range of plants are fascinating but the concepts of environmental preservation within an urban setting are simply outstanding",2017-04-01 00:00:00.000,Family,2020-01-25 15:37:15.924,39prima,United Kingdom,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",botany architecture environment mean something beauty significance wish convey child must doxd garden two dome brilliant recommend bus tour even mean wait mt startxd food option plentiful water play area greatxd adult range plant fascinate concept environmental preservation within urban set simply outstanding
491937325,2017-06-10 00:00:00.000,5,Great indoor arboteum,"very impressive gardens, recommend for visitors, well worth the money to visit the indoor gardens, will go again",2017-06-01 00:00:00.000,Family,2020-01-25 15:31:57.721,177terencew,Singapore,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",impressive garden recommend visitor well worth money visit indoor garden go
553934766,2018-01-15 00:00:00.000,3,Visit,Usual China town in any city. Selling a lot of tourist tat. The street food on sale is cheap and tasty.,2018-01-01 00:00:00.000,Couples,2020-01-30 12:09:42.705,simonw912,United Kingdom,Chinatown,Precinct & Street,"Crot | Trengganu, Singapore 048942, Singapore",usual china town city sell lot tourist tat street food sale cheap tasty
